navigator_id,email,tweet_id,timestamp,intensity,consciousness_stage,complexity_scale,content
6e15e67a-4269-4589-92e6-761a99393541,visakanv@twitter.import,1709643504459407619,2023-10-04T18:55:49+00:00,0.6124,mastery,system,"i fired it up again after watching a video where some guy talked about how and why it’s his favorite game of all time, and i think i’m finally getting into it. you basically have to begin with the understanding that this is intentionally an incredibly slow boil and have faith lol https://t.co/ccjzuhlyw7"
6e15e67a-4269-4589-92e6-761a99393541,visakanv@twitter.import,1620831661473796096,2023-02-01T17:09:16+00:00,0.8885,mastery,system,"i'll just do it

1. its my first name + initial
2. hayley williams from paramore
3. i care abt the opinions of ppl i respect
4. nyc trip
5. focus on what u want to see more of
6. unemployed
7. god? lol. uh. lets say uncle iroh.
8. astronaut, video game dev, rockstar https://t.co/jz0vcgumpg"
6e15e67a-4269-4589-92e6-761a99393541,visakanv@twitter.import,1611057946347331584,2023-01-05T17:52:01+00:00,0.6725,mastery,system,i’m not a fan of formal agreements and containers etc in general but i guess it’s loosely worth saying out loud that i want to help/support people who are committed to doing 50 year long games. the “application” for this is you gotta ping me about it once a year for 5 years
6e15e67a-4269-4589-92e6-761a99393541,visakanv@twitter.import,1420014894125039625,2021-07-27T13:35:08+00:00,0.8442,mastery,system,"@natural_hazard @tjrwriting there are also people who are quietly wealthy - usually dentists, etc - who don’t advertise it, don’t play the games, and kind of have the best of both worlds. they would decline to be interviewed or featured in anything etc so we hardly hear about them"
6e15e67a-4269-4589-92e6-761a99393541,visakanv@twitter.import,1302079408476307458,2020-09-05T03:01:37+00:00,0.128,mastery,system,"it’s a rainy morning here in singapore, i just had my coffee and i’m thinking about playing some video games before i resume work on my ebook. you?"
6e15e67a-4269-4589-92e6-761a99393541,visakanv@twitter.import,1093088898358497280,2019-02-06T10:07:56+00:00,0.128,mastery,system,"enjoyed this video from @noclipvideo interviewing @corybarlog about directing god of war. [17m]

this bit about the game impacting a player and his relationship with his own father, to me this is the heart of art itself https://t.co/n4xjrzc01a https://t.co/w9ecezw28t"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1709643504459407619,2023-10-04T18:55:49+00:00,0.6124,mastery,system,"i fired it up again after watching a video where some guy talked about how and why it’s his favorite game of all time, and i think i’m finally getting into it. you basically have to begin with the understanding that this is intentionally an incredibly slow boil and have faith lol https://t.co/ccjzuhlyw7"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1620831661473796096,2023-02-01T17:09:16+00:00,0.8885,mastery,system,"i'll just do it

1. its my first name + initial
2. hayley williams from paramore
3. i care abt the opinions of ppl i respect
4. nyc trip
5. focus on what u want to see more of
6. unemployed
7. god? lol. uh. lets say uncle iroh.
8. astronaut, video game dev, rockstar https://t.co/jz0vcgumpg"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1611057946347331584,2023-01-05T17:52:01+00:00,0.6725,mastery,system,i’m not a fan of formal agreements and containers etc in general but i guess it’s loosely worth saying out loud that i want to help/support people who are committed to doing 50 year long games. the “application” for this is you gotta ping me about it once a year for 5 years
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1420014894125039625,2021-07-27T13:35:08+00:00,0.8442,mastery,system,"@natural_hazard @tjrwriting there are also people who are quietly wealthy - usually dentists, etc - who don’t advertise it, don’t play the games, and kind of have the best of both worlds. they would decline to be interviewed or featured in anything etc so we hardly hear about them"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1302079408476307458,2020-09-05T03:01:37+00:00,0.128,mastery,system,"it’s a rainy morning here in singapore, i just had my coffee and i’m thinking about playing some video games before i resume work on my ebook. you?"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1093088898358497280,2019-02-06T10:07:56+00:00,0.128,mastery,system,"enjoyed this video from @noclipvideo interviewing @corybarlog about directing god of war. [17m]

this bit about the game impacting a player and his relationship with his own father, to me this is the heart of art itself https://t.co/n4xjrzc01a https://t.co/w9ecezw28t"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1309366636026060803,2020-09-25T05:38:27+00:00,0.1548,mastery,system,"anyhow, your interviewer is going to at some point say ""now make that answer generalizable for latam"" or ""now what if we have $8 to $8k invoices?"" or similar.

which you do the same dance on. which, if you answered #1 like someone who knows the game, you'll thoroughly crush."
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1265558328123494401,2020-05-27T08:19:53+00:00,0.6901,mastery,system,"in a text-based conversation with an uber courier and he opened with a salarymanism so i salaryman'ed right back and then watched him, via the typing indicator, draft at least five attempts at the return salvo before landing a really well crafted one.

""game appreciates game."""
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1254852228772270080,2020-04-27T19:17:40+00:00,0.0475,mastery,system,@paulg @myprak sadly circumstances find me playing salaryman speed chess on twitter in english such that i don't end up losing a much higher-stakes game of salaryman chess in a future forum neither specifically known nor necessarily convenient to me.
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1169797213804908544,2019-09-06T02:19:24+00:00,0.5267,mastery,system,"i ended up paying the cash expenses (salaries, etc) for the pre-work with a combination of decreasing my own salary (and playing personal credit card games for 6 months), revolving balances on business cards, and getting a small line-of-credit from a non-bank lender."
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1091291295723606016,2019-02-01T11:04:54+00:00,0.0,mastery,system,@cryptoecongames which is a subtle distinction but the japanese salaryman in me lives for subtle distinctions about business communications.
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1091277106531561472,2019-02-01T10:08:31+00:00,0.7579,mastery,system,"@cryptoecongames there would be a variety of opinions on this, but the salaryman in me says: ""thank you very much."" needs to be about 3x as long. (something like お手数でございますがよろしくお願い申し上げます。 as a minimum buy-in and i could double without even consciously trying.)"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1086380543581671424,2019-01-18T21:51:20+00:00,0.4389,mastery,system,companies are not unaware that this is a game. i have heard from interviewees at many companies on that list that individuals will literally send the book on how to take their interview to candidates. (this makes a lot of sense if you consider incentives despite being bonkers.)
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,959977868074762240,2018-02-04T02:32:13+00:00,0.8076,mastery,system,"i can comprehend the incentive structure where line engineers have absolutely no skin in the games
 on interviews and therefore treat them as opportunities to extract an ego boost.

i can not comprehend a written how-to-interview policy that does not warn about this. https://t.co/9ggcohfetz"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,845208743230922753,2017-03-24T09:40:42+00:00,0.4588,mastery,system,"i've read a ton of yc applications for atlas companies and my favorite game is imagining ""how do you know cofounder?"" as oneupsmanship game."
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,649462895865032704,2015-10-01T05:56:35+00:00,0.0,mastery,system,"@kansaichris fairly few salarymen at japanese game companies, to my understanding. huuuuuge percentage of hakken relative to other dev shops"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,649461583190450176,2015-10-01T05:51:22+00:00,0.0,mastery,system,"@kansaichris japanese salarymen say ""at least we're not in games."" and game devs say ""at least we're not in animation."""
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1747775685869899909,2024-01-18T00:19:30+00:00,0.5103,mastery,system,"anyhow, this is the sort of thing i was thinking about when i suggested in my @tylercowen interview that bank robbery is a game for criminals that hate not being in prison. apparently this guy has made a few hundred thousand dollars in ill-gotten gains."
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,329295579651903488,2013-04-30T18:05:58+00:00,0.0772,mastery,system,"@byteabyte like in an entire month i get about 200 searches for biggest non-brand keyword (""salary negotiation""), which is useless squared."
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1681573738528264192,2023-07-19T07:56:36+00:00,0.8462,mastery,system,"""this sounds very exhausting.""

many people believe that, including many salarymen who are more central examples of ""salaryman"" than i am, but i for one spent a few years getting good at this game and enjoy it in small doses."
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1833361648473510301,2024-09-10T04:27:33+00:00,0.2144,mastery,system,"(insofar as there are any actual rules in status games, that one really is a rule in the values system that is being a japanese salaryman.

i know it’s quirky but you should see the u.s. rulebook errata sometime.)"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1502229616915664899,2022-03-11T10:27:05+00:00,0.9202,mastery,system,"“isn’t that salaryman: the game?”

yes why do you think i love it so much.

“but you don’t get paid for it?”

the authentic salaryman experience!"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1440874618391171076,2021-09-23T03:04:13+00:00,0.4019,mastery,system,"if you are one of my salaryman buddies or otherwise don't have this cultural background, ""roll for initiative"" is a process in dungeons and dragons (a game many people have played) which determines who acts in what order given combat has just started.

you want to win the roll."
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1811451471634006071,2024-07-11T17:24:20+00:00,0.4019,mastery,system,"launching the complex systems podcast today. first episode:

i interviewed ricki heicklen (@tradegal_) on how she teaches trading. we talked about comparative pedagogical game design, real-life problems in trading equities/derivatives, etc.

https://t.co/y01looh2es"
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1384730056119910406,2021-04-21T04:45:47+00:00,0.891,mastery,system,"@kennwhite i’d credit experience rather than dna. i’ve worked at stripe, in a call center, and as a japanese salaryman, plus run my own businesses a few times. this stuff is like a fun relaxing video game for me."
7d6fa92a-4341-4d58-a664-624e50670407,patio11@twitter.import,1379226336753971200,2021-04-06T00:15:58+00:00,0.8195,mastery,system,"it's my favorite part of non-profit recordkeeping; playing the ""how do we know that the ceo signing our application, who is also me, is not a terrorist"" game."
14a58cfa-f778-4923-9791-008deb2fb19a,transkatgirl@twitter.import,1451393391644725252,2021-10-22T03:42:04+00:00,0.0,mastery,subsystem,"rt @foone: i'm gonna make a website that's just ""games that presume the gender binary""

you're on the list, pocket dogs (2005) for the gba…"
e5ee575e-2ff7-4370-9881-5c1a6298e828,trangquest@twitter.import,1451393391644725252,2021-10-22T03:42:04+00:00,0.0,developing,component,"rt @foone: i'm gonna make a website that's just ""games that presume the gender binary""

you're on the list, pocket dogs (2005) for the gba…"
2ccb2418-df9c-4251-bae3-4596700048e7,IaimforGOAT@twitter.import,1774441342006947962,2024-03-31T14:19:18+00:00,0.5756,integrated,component,"@liminal_warmth i think the algorithmic approach doesn't work well :s

he tried the social approach and it kinda back-fired, he tried to downgrade reach of links and it back-fired and made the experience worse for regular users, he fired many ppl which would probably be helpful now... https://t.co/pta6xlnfax"
2ccb2418-df9c-4251-bae3-4596700048e7,IaimforGOAT@twitter.import,1634210936658468865,2023-03-10T15:13:44+00:00,0.6986,integrated,component,"@nosilverv i'm not sure if it's in response to *that*

there's some accs that do these ""shot's fired"" tweets with him, it's all fun and games from what i've seen

but ofc i could be wrong"
